savePath,saveDescription,testLoss,testLoss2,testCCC,testCCC2
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",1.1279064416885376,0.8853501081466675,-0.1279064416885376,0.1146498918533325
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",999.0,999.0,-998.0,-998.0
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",999.0,999.0,-998.0,-998.0
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",999.0,999.0,-998.0,-998.0
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",999.0,999.0,-998.0,-998.0
