epoch,accuracy,epochLoss,EvalAccuracy,evalLoss
1.0,13.333333015441896,0.9916802048683168,18.18181800842285,0.9862534403800964
2.0,13.333333015441896,0.9390068650245668,18.18181800842285,0.9775960445404052
3.0,13.333333015441896,0.8859297633171082,18.939393997192383,0.969167947769165
4.0,12.777777671813965,0.8333373069763184,18.939393997192383,0.9609864950180054
5.0,14.44444465637207,0.7816175818443298,18.18181800842285,0.953028440475464
6.0,13.333333015441896,0.7311594486236572,16.66666603088379,0.9452661275863647
7.0,13.88888931274414,0.6825355291366577,15.909090995788574,0.9379191398620604
8.0,15.55555534362793,0.6363389492034912,15.151515007019045,0.9309248328208924
9.0,15.55555534362793,0.5927909016609192,13.636363983154297,0.9242207407951356
10.0,16.11111068725586,0.5514359474182129,12.878787994384766,0.9175435900688172
11.0,17.22222137451172,0.5123615264892578,12.878787994384766,0.9111230969429016
12.0,17.77777862548828,0.4753293395042419,13.636363983154297,0.9049187898635864
13.0,18.88888931274414,0.4404906928539276,13.636363983154297,0.8990256786346436
14.0,20.0,0.407785952091217,13.636363983154297,0.8935378193855286
15.0,22.22222137451172,0.3773963451385498,13.636363983154297,0.8883765339851379
16.0,22.77777862548828,0.3493632674217224,14.393939018249512,0.8834593296051025
17.0,25.0,0.3238463401794433,13.636363983154297,0.878829300403595
18.0,25.55555534362793,0.3008564710617065,15.151515007019045,0.8744933605194092
19.0,26.66666603088379,0.2804245948791504,15.151515007019045,0.870599627494812
20.0,28.33333396911621,0.2624443769454956,16.66666603088379,0.8671672940254211
21.0,30.0,0.2467889189720153,16.66666603088379,0.8640928268432617
22.0,31.11111068725586,0.2332355976104736,17.42424201965332,0.8613042831420898
23.0,30.0,0.2215144634246826,16.66666603088379,0.8587767481803894
24.0,30.55555534362793,0.211556926369667,15.909090995788574,0.856501579284668
25.0,30.0,0.203208327293396,15.909090995788574,0.8546218276023865
26.0,31.11111068725586,0.1963104605674743,15.909090995788574,0.853042483329773
27.0,30.55555534362793,0.1906530857086181,15.151515007019045,0.8516618609428406
28.0,31.66666603088379,0.1859874129295349,15.151515007019045,0.8505172729492188
29.0,32.77777862548828,0.1821231245994568,15.151515007019045,0.8495873212814331
30.0,32.22222137451172,0.1788679361343383,15.151515007019045,0.8488754630088806
31.0,32.22222137451172,0.1760675907135009,15.909090995788574,0.8482274413108826
32.0,30.55555534362793,0.1736261248588562,15.151515007019045,0.8477111458778381
33.0,30.0,0.1714246869087219,15.151515007019045,0.847296953201294
34.0,29.44444465637207,0.1694065332412719,13.636363983154297,0.8469920754432678
35.0,30.0,0.1675305366516113,14.393939018249512,0.8467998504638672
36.0,28.88888931274414,0.1657596230506897,14.393939018249512,0.8467118740081787
37.0,28.33333396911621,0.1640962362289428,14.393939018249512,0.8467304706573486
38.0,27.22222137451172,0.1625186204910278,14.393939018249512,0.8468354344367981
39.0,27.77777862548828,0.1610167622566223,12.878787994384766,0.8469985723495483
40.0,26.66666603088379,0.1595891118049621,12.878787994384766,0.8472082018852234
41.0,26.11111068725586,0.1582491993904113,12.878787994384766,0.8474572896957397
42.0,26.66666603088379,0.1569780111312866,13.636363983154297,0.8477378487586975
43.0,27.77777862548828,0.1557630896568298,12.878787994384766,0.8480319976806641
44.0,28.88888931274414,0.1545609235763549,12.878787994384766,0.848304033279419
45.0,28.33333396911621,0.1534082889556884,11.363636016845703,0.8485362529754639
46.0,28.33333396911621,0.1523219347000122,11.363636016845703,0.8487849235534668
47.0,27.77777862548828,0.1512603163719177,11.363636016845703,0.8490420579910278
48.0,27.77777862548828,0.1501889824867248,10.606060981750488,0.8492874503135681
49.0,27.77777862548828,0.1491200923919677,10.606060981750488,0.8495462536811829
50.0,27.77777862548828,0.1480370759963989,9.848484992980955,0.8497966527938843
51.0,28.88888931274414,0.1469385027885437,9.090909004211426,0.8500365018844604
52.0,28.33333396911621,0.1458297967910766,9.090909004211426,0.8502426743507385
53.0,28.88888931274414,0.1447129249572754,9.090909004211426,0.8504317402839661
54.0,29.44444465637207,0.1435995101928711,9.090909004211426,0.8505743741989136
55.0,29.44444465637207,0.1424922347068786,9.090909004211426,0.8506419658660889
56.0,30.55555534362793,0.14140641689300537,8.333333015441895,0.8506666421890259
