epoch,accuracy,epochLoss,EvalAccuracy,evalLoss
1.0,13.259668350219728,1.0025590658187866,12.781954765319824,1.0021724700927734
2.0,13.259668350219728,0.9992781281471252,12.781954765319824,1.0018881559371948
3.0,13.259668350219728,0.9953801035881042,12.781954765319824,1.0017613172531128
4.0,13.259668350219728,0.9914844036102296,12.781954765319824,1.001639723777771
5.0,13.259668350219728,0.9882413744926452,12.781954765319824,1.0015687942504885
6.0,13.259668350219728,0.9843769669532776,12.781954765319824,1.001551389694214
7.0,13.259668350219728,0.979282796382904,12.781954765319824,1.001522660255432
8.0,12.707181930541992,0.973314881324768,10.526315689086914,1.0015738010406494
9.0,12.154696464538574,0.9663474559783936,10.526315689086914,1.0017393827438354
10.0,11.049723625183104,0.9598301649093628,10.526315689086914,1.0019090175628662
11.0,8.28729248046875,0.9480997323989868,11.27819538116455,1.0022315979003906
12.0,6.077348232269287,0.93980211019516,12.781954765319824,1.0027483701705933
13.0,6.629834175109863,0.929461658000946,11.27819538116455,1.0033591985702517
14.0,4.419889450073242,0.9144828915596008,11.27819538116455,1.0039241313934326
15.0,4.419889450073242,0.9010892510414124,10.526315689086914,1.0044887065887451
16.0,4.972375869750977,0.8855196833610535,9.774435997009276,1.0048965215682983
17.0,4.972375869750977,0.8683580160140991,9.774435997009276,1.004787802696228
18.0,5.524861812591553,0.8475630283355713,10.526315689086914,1.0039762258529663
19.0,4.972375869750977,0.8309246301651001,9.774435997009276,1.00285005569458
20.0,5.524861812591553,0.8094448447227478,9.02255630493164,1.0009195804595947
21.0,7.182320594787598,0.7877582311630249,9.02255630493164,0.9975155591964722
22.0,7.182320594787598,0.760181725025177,9.774435997009276,0.9917606115341188
23.0,7.734806537628174,0.740911602973938,9.774435997009276,0.984009563922882
24.0,8.28729248046875,0.7180687785148621,6.7669172286987305,0.976514995098114
25.0,8.839778900146484,0.6948138475418091,6.7669172286987305,0.9712071418762208
26.0,6.629834175109863,0.6729747653007507,5.263157844543457,0.9691767692565918
27.0,7.182320594787598,0.650633692741394,5.263157844543457,0.9731991291046144
28.0,5.524861812591553,0.6309522390365601,5.263157844543457,0.9822487235069276
29.0,5.524861812591553,0.6134483814239502,5.263157844543457,0.9961863160133362
30.0,7.182320594787598,0.5883585810661316,12.781954765319824,1.0145443677902222
31.0,15.469613075256348,0.5714477896690369,14.285714149475098,1.0300970077514648
32.0,14.364641189575195,0.5406317710876465,13.53383445739746,1.0405762195587158
33.0,16.5745849609375,0.5211631059646606,13.53383445739746,1.042089819908142
34.0,17.127071380615234,0.503897488117218,13.53383445739746,1.0423678159713743
35.0,18.232044219970703,0.4766784906387329,12.030075073242188,1.0421987771987915
36.0,15.469613075256348,0.4564715623855591,10.526315689086914,1.0384025573730469
37.0,11.60221004486084,0.4496685564517975,8.270676612854004,1.0392860174179075
38.0,9.944751739501951,0.4339867234230041,8.270676612854004,1.0512940883636477
39.0,11.60221004486084,0.4099775850772857,8.270676612854004,1.0626945495605469
40.0,11.049723625183104,0.3988209366798401,7.518796920776367,1.0791207551956177
41.0,11.60221004486084,0.38869708776474,6.015037536621094,1.082105278968811
42.0,11.60221004486084,0.3742617964744568,7.518796920776367,1.0824519395828247
43.0,10.497237205505373,0.365915447473526,9.774435997009276,1.0857107639312744
44.0,10.497237205505373,0.3546870648860931,10.526315689086914,1.0845186710357666
45.0,8.839778900146484,0.3459024429321289,10.526315689086914,1.0696637630462646
46.0,18.232044219970703,0.3480557799339294,11.27819538116455,1.0574259757995603
47.0,22.09944725036621,0.3244781494140625,9.774435997009276,1.0531437397003174
48.0,20.44198989868164,0.3105778098106384,9.774435997009276,1.0471694469451904
49.0,24.30939292907715,0.2981471419334411,13.53383445739746,1.0436086654663086
50.0,25.96685028076172,0.2835507988929748,13.53383445739746,1.047547459602356
51.0,18.78453063964844,0.3011928796768188,9.774435997009276,1.045864820480347
52.0,24.30939292907715,0.2893725633621216,11.27819538116455,1.0444763898849487
53.0,23.75690650939941,0.2751088738441467,10.526315689086914,1.045491337776184
54.0,26.519336700439453,0.2580224275588989,10.526315689086914,1.0463786125183103
55.0,28.72928237915039,0.2677204012870788,9.774435997009276,1.0460431575775146
56.0,27.62430953979492,0.2660937309265136,9.774435997009276,1.0472590923309326
57.0,28.176795959472656,0.2542411088943481,10.526315689086914,1.0489306449890137
58.0,27.62430953979492,0.2542124390602112,12.030075073242188,1.0494251251220703
59.0,27.071823120117188,0.2510513067245483,11.27819538116455,1.0498356819152832
60.0,29.834253311157227,0.2333892434835434,10.526315689086914,1.05069899559021
61.0,33.701656341552734,0.23478125035762787,10.526315689086914,1.0522419214248657
