epoch,accuracy,epochLoss,EvalAccuracy,evalLoss
1.0,15.0,1.0020300149917605,8.333333015441895,1.000541925430298
2.0,15.0,0.9959205389022828,8.333333015441895,1.0019339323043823
3.0,15.0,0.990789532661438,8.333333015441895,1.0031545162200928
4.0,15.0,0.986989438533783,8.333333015441895,1.00425386428833
5.0,15.0,0.9803332686424256,8.333333015441895,1.0052932500839231
6.0,15.0,0.9757232069969176,8.333333015441895,1.0063494443893433
7.0,15.0,0.9697558283805848,8.333333015441895,1.0075914859771729
8.0,15.0,0.9627075791358948,8.333333015441895,1.0089374780654907
9.0,15.0,0.9586381912231444,8.333333015441895,1.0103976726531982
10.0,15.0,0.9484683275222778,9.090909004211426,1.0120769739151
11.0,15.0,0.949532389640808,9.090909004211426,1.014078140258789
12.0,15.0,0.9350907802581788,9.848484992980955,1.0162973403930664
13.0,15.55555534362793,0.9286302924156188,9.848484992980955,1.01876699924469
14.0,15.0,0.9187851548194884,10.606060981750488,1.0213652849197388
15.0,15.55555534362793,0.9117648005485536,9.848484992980955,1.0242098569869995
16.0,17.77777862548828,0.9007835388183594,9.848484992980955,1.0272876024246216
17.0,15.0,0.8930215835571289,9.848484992980955,1.0304983854293823
18.0,16.11111068725586,0.8744109869003296,9.848484992980955,1.0338993072509766
19.0,17.77777862548828,0.8747509717941284,11.363636016845703,1.0375617742538452
20.0,18.33333396911621,0.8554469347000122,11.363636016845703,1.041185736656189
21.0,17.22222137451172,0.8441839218139648,11.363636016845703,1.0448329448699951
22.0,19.44444465637207,0.828351616859436,11.363636016845703,1.0487327575683594
23.0,18.88888931274414,0.8127525448799133,12.121212005615234,1.0524373054504397
24.0,19.44444465637207,0.80191969871521,12.121212005615234,1.056240200996399
25.0,20.0,0.7727682590484619,12.878787994384766,1.059841871261597
26.0,19.44444465637207,0.7693838477134705,13.636363983154297,1.0630995035171509
27.0,20.55555534362793,0.7459379434585571,13.636363983154297,1.066375732421875
28.0,20.0,0.7219086289405823,13.636363983154297,1.069345235824585
29.0,20.0,0.7104858756065369,13.636363983154297,1.0723403692245483
30.0,21.66666603088379,0.6955918073654175,11.363636016845703,1.0752485990524292
31.0,21.11111068725586,0.6671543121337891,12.121212005615234,1.0785537958145142
32.0,19.44444465637207,0.6405401229858398,12.878787994384766,1.081843018531799
33.0,20.0,0.633963942527771,12.878787994384766,1.0851727724075315
34.0,19.44444465637207,0.6113563776016235,12.121212005615234,1.088834524154663
35.0,16.11111068725586,0.5953681468963623,11.363636016845703,1.092648983001709
36.0,16.66666603088379,0.5802313685417175,13.636363983154297,1.097126007080078
37.0,16.66666603088379,0.5466182231903076,15.151515007019045,1.102051854133606
38.0,18.33333396911621,0.5395762324333191,13.636363983154297,1.1068310737609863
39.0,17.77777862548828,0.5208272337913513,14.393939018249512,1.1107548475265503
40.0,16.66666603088379,0.4934104084968567,13.636363983154297,1.113444685935974
41.0,16.11111068725586,0.4983790814876556,12.878787994384766,1.1160224676132202
42.0,21.11111068725586,0.4730899333953857,11.363636016845703,1.117398977279663
43.0,20.55555534362793,0.4672352373600006,10.606060981750488,1.1179322004318235
44.0,19.44444465637207,0.4535654783248901,9.090909004211426,1.117714285850525
45.0,17.22222137451172,0.4366563558578491,8.333333015441895,1.115026831626892
46.0,18.33333396911621,0.4260287880897522,9.090909004211426,1.1103326082229614
